Datum;Empfänger_Sender;IBAN;Verwendungszweck;Betrag_EURO;Kategorie;Status
2026-02-13;Bäckerei Müller;DE66700800000112233445;Frühstück und Backwaren;-11.12;Gastronomie;Gebucht
2026-02-16;dm-drogerie markt;DE44500105170987654321;Drogerie und Haushalt;-23.44;Drogerie & Haushalt;Gebucht
2026-02-18;Lidl Dienstleistung GmbH;DE89370400440532013000;Lebensmitteleinkauf;-57.97;Lebensmittel;Gebucht
2026-02-22;Café Morgenrot;DE66700800000112233445;Restaurantbesuch;-49.66;Gastronomie;Gebucht
2026-02-25;ALDI Süd;DE89370400440532013000;Lebensmitteleinkauf;-90.26;Lebensmittel;Gebucht
2026-02-27;MediaMarkt;DE33500700100876543210;Kopfhörer und Zubehör;-144.50;Elektronik;Gebucht
2026-03-01;Nordstern Digital GmbH;DE45100100100123456789;Gehalt 03/2026;3250.00;Gehalt;Gebucht
2026-03-02;Rheinblick Immobilien GmbH;DE12500105170648489890;Miete 03/2026;-1060.00;Wohnen;Gebucht
2026-03-03;Stadtwerke Musterstadt;DE12300200300011223344;Abschlag Strom und Gas 03/2026;-146.00;Nebenkosten;Gebucht
2026-03-04;EDEKA Zentrale Stiftung;DE89370400440532013000;Lebensmitteleinkauf;-83.88;Lebensmittel;Gebucht
2026-03-05;Vodafone GmbH;DE22300200300445566778;Mobilfunkvertrag 03/2026;-29.99;Telekommunikation;Gebucht
2026-03-06;Spotify AB;DE55500105170123411111;Premium-Abo 03/2026;-10.99;Unterhaltung;Gebucht
2026-03-07;Fitness First GmbH;DE88400500000998877665;Mitgliedsbeitrag 03/2026;-39.90;Sport & Freizeit;Gebucht
2026-03-08;Netflix International B.V.;DE55500105170123456789;Streaming-Abo 03/2026;-17.99;Unterhaltung;Gebucht
2026-03-09;Verkehrsbetriebe Musterstadt;DE11200300000123456789;ÖPNV-Monatsticket 03/2026;-58.00;Transport;Gebucht
2026-03-11;Lidl Dienstleistung GmbH;DE89370400440532013000;Lebensmitteleinkauf;-89.61;Lebensmittel;Gebucht
2026-03-13;Bäckerei Müller;DE66700800000112233445;Frühstück und Backwaren;-10.17;Gastronomie;Gebucht
2026-03-16;dm-drogerie markt;DE44500105170987654321;Drogerie und Haushalt;-19.55;Drogerie & Haushalt;Gebucht
2026-03-18;ALDI Süd;DE89370400440532013000;Lebensmitteleinkauf;-67.94;Lebensmittel;Gebucht
2026-03-20;Kleinanzeigen Käufer;DE91100100100987654321;Verkauf Gebrauchtware;141.02;Gutschrift;Gebucht
2026-03-22;Trattoria Milano;DE66700800000112233445;Restaurantbesuch;-52.48;Gastronomie;Gebucht
2026-03-25;REWE Markt GmbH;DE89370400440532013000;Lebensmitteleinkauf;-91.23;Lebensmittel;Gebucht
2026-03-27;DB Vertrieb GmbH;DE11200300000123456789;Wochenendfahrt;-95.58;Reisen;Gebucht
2026-04-01;Nordstern Digital GmbH;DE45100100100123456789;Gehalt 04/2026;3250.00;Gehalt;Gebucht
2026-04-02;Rheinblick Immobilien GmbH;DE12500105170648489890;Miete 04/2026;-1060.00;Wohnen;Gebucht
2026-04-03;Stadtwerke Musterstadt;DE12300200300011223344;Abschlag Strom und Gas 04/2026;-146.00;Nebenkosten;Gebucht
2026-04-04;Lidl Dienstleistung GmbH;DE89370400440532013000;Lebensmitteleinkauf;-39.92;Lebensmittel;Gebucht
2026-04-05;Vodafone GmbH;DE22300200300445566778;Mobilfunkvertrag 04/2026;-29.99;Telekommunikation;Gebucht
2026-04-06;Spotify AB;DE55500105170123411111;Premium-Abo 04/2026;-10.99;Unterhaltung;Gebucht
2026-04-07;Fitness First GmbH;DE88400500000998877665;Mitgliedsbeitrag 04/2026;-39.90;Sport & Freizeit;Gebucht
2026-04-08;Netflix International B.V.;DE55500105170123456789;Streaming-Abo 04/2026;-17.99;Unterhaltung;Gebucht
2026-04-09;Verkehrsbetriebe Musterstadt;DE11200300000123456789;ÖPNV-Monatsticket 04/2026;-58.00;Transport;Gebucht
2026-04-10;Allianz Versicherungs-AG;DE33200400000554433221;Versicherungsbeitrag Q2/2026;-86.90;Versicherungen;Gebucht
2026-04-11;ALDI Süd;DE89370400440532013000;Lebensmitteleinkauf;-89.91;Lebensmittel;Gebucht
2026-04-13;Bäckerei Müller;DE66700800000112233445;Frühstück und Backwaren;-6.30;Gastronomie;Gebucht
2026-04-16;dm-drogerie markt;DE44500105170987654321;Drogerie und Haushalt;-38.91;Drogerie & Haushalt;Gebucht
2026-04-18;REWE Markt GmbH;DE89370400440532013000;Lebensmitteleinkauf;-82.70;Lebensmittel;Gebucht
2026-04-22;Burgermeister GmbH;DE66700800000112233445;Restaurantbesuch;-28.89;Gastronomie;Gebucht
2026-04-25;EDEKA Zentrale Stiftung;DE89370400440532013000;Lebensmitteleinkauf;-88.14;Lebensmittel;Gebucht
2026-04-27;Amazon Payments Europe;DE33500700100876543210;Haushaltsbestellung;-47.19;Online-Shopping;Gebucht
2026-05-01;Nordstern Digital GmbH;DE45100100100123456789;Gehalt 05/2026;3250.00;Gehalt;Gebucht
2026-05-02;Rheinblick Immobilien GmbH;DE12500105170648489890;Miete 05/2026;-1060.00;Wohnen;Gebucht
2026-05-03;Stadtwerke Musterstadt;DE12300200300011223344;Abschlag Strom und Gas 05/2026;-146.00;Nebenkosten;Gebucht
2026-05-04;ALDI Süd;DE89370400440532013000;Lebensmitteleinkauf;-47.74;Lebensmittel;Gebucht
2026-05-05;Vodafone GmbH;DE22300200300445566778;Mobilfunkvertrag 05/2026;-29.99;Telekommunikation;Gebucht
2026-05-06;Spotify AB;DE55500105170123411111;Premium-Abo 05/2026;-10.99;Unterhaltung;Gebucht
2026-05-07;Fitness First GmbH;DE88400500000998877665;Mitgliedsbeitrag 05/2026;-39.90;Sport & Freizeit;Gebucht
2026-05-08;Netflix International B.V.;DE55500105170123456789;Streaming-Abo 05/2026;-17.99;Unterhaltung;Gebucht
2026-05-09;Verkehrsbetriebe Musterstadt;DE11200300000123456789;ÖPNV-Monatsticket 05/2026;-58.00;Transport;Gebucht
2026-05-11;REWE Markt GmbH;DE89370400440532013000;Lebensmitteleinkauf;-84.74;Lebensmittel;Gebucht
2026-05-13;Bäckerei Müller;DE66700800000112233445;Frühstück und Backwaren;-6.06;Gastronomie;Gebucht
2026-05-16;dm-drogerie markt;DE44500105170987654321;Drogerie und Haushalt;-27.90;Drogerie & Haushalt;Gebucht
2026-05-18;EDEKA Zentrale Stiftung;DE89370400440532013000;Lebensmitteleinkauf;-75.80;Lebensmittel;Gebucht
2026-05-22;Sushi House;DE66700800000112233445;Restaurantbesuch;-48.19;Gastronomie;Gebucht
2026-05-25;Lidl Dienstleistung GmbH;DE89370400440532013000;Lebensmitteleinkauf;-54.14;Lebensmittel;Gebucht
2026-05-27;IKEA Deutschland;DE44500105170987654321;Möbel und Dekoration;-142.48;Wohnen;Gebucht
2026-06-01;Nordstern Digital GmbH;DE45100100100123456789;Gehalt 06/2026;3250.00;Gehalt;Gebucht
2026-06-02;Rheinblick Immobilien GmbH;DE12500105170648489890;Miete 06/2026;-1060.00;Wohnen;Gebucht
2026-06-03;Stadtwerke Musterstadt;DE12300200300011223344;Abschlag Strom und Gas 06/2026;-146.00;Nebenkosten;Gebucht
2026-06-04;REWE Markt GmbH;DE89370400440532013000;Lebensmitteleinkauf;-85.79;Lebensmittel;Gebucht
2026-06-05;Vodafone GmbH;DE22300200300445566778;Mobilfunkvertrag 06/2026;-29.99;Telekommunikation;Gebucht
2026-06-06;Spotify AB;DE55500105170123411111;Premium-Abo 06/2026;-10.99;Unterhaltung;Gebucht
2026-06-07;Fitness First GmbH;DE88400500000998877665;Mitgliedsbeitrag 06/2026;-39.90;Sport & Freizeit;Gebucht
2026-06-08;Netflix International B.V.;DE55500105170123456789;Streaming-Abo 06/2026;-17.99;Unterhaltung;Gebucht
2026-06-09;Verkehrsbetriebe Musterstadt;DE11200300000123456789;ÖPNV-Monatsticket 06/2026;-58.00;Transport;Gebucht
2026-06-11;EDEKA Zentrale Stiftung;DE89370400440532013000;Lebensmitteleinkauf;-70.21;Lebensmittel;Gebucht
2026-06-13;Bäckerei Müller;DE66700800000112233445;Frühstück und Backwaren;-10.41;Gastronomie;Gebucht
2026-06-16;dm-drogerie markt;DE44500105170987654321;Drogerie und Haushalt;-47.18;Drogerie & Haushalt;Gebucht
2026-06-18;Lidl Dienstleistung GmbH;DE89370400440532013000;Lebensmitteleinkauf;-84.84;Lebensmittel;Gebucht
2026-06-22;Café Morgenrot;DE66700800000112233445;Restaurantbesuch;-37.78;Gastronomie;Gebucht
2026-06-25;ALDI Süd;DE89370400440532013000;Lebensmitteleinkauf;-65.40;Lebensmittel;Gebucht
2026-06-27;Booking.com;DE33500700100876543210;Sommerurlaub Anzahlung;-312.11;Reisen;Gebucht
2026-07-01;Nordstern Digital GmbH;DE45100100100123456789;Gehalt 07/2026;3380.00;Gehalt;Gebucht
2026-07-02;Rheinblick Immobilien GmbH;DE12500105170648489890;Miete 07/2026;-1060.00;Wohnen;Gebucht
2026-07-03;Stadtwerke Musterstadt;DE12300200300011223344;Abschlag Strom und Gas 07/2026;-146.00;Nebenkosten;Gebucht
2026-07-04;EDEKA Zentrale Stiftung;DE89370400440532013000;Lebensmitteleinkauf;-51.58;Lebensmittel;Gebucht
2026-07-05;Vodafone GmbH;DE22300200300445566778;Mobilfunkvertrag 07/2026;-29.99;Telekommunikation;Gebucht
2026-07-06;Spotify AB;DE55500105170123411111;Premium-Abo 07/2026;-10.99;Unterhaltung;Gebucht
2026-07-07;Fitness First GmbH;DE88400500000998877665;Mitgliedsbeitrag 07/2026;-39.90;Sport & Freizeit;Gebucht
2026-07-08;Netflix International B.V.;DE55500105170123456789;Streaming-Abo 07/2026;-17.99;Unterhaltung;Gebucht
2026-07-09;Verkehrsbetriebe Musterstadt;DE11200300000123456789;ÖPNV-Monatsticket 07/2026;-58.00;Transport;Gebucht
2026-07-10;Allianz Versicherungs-AG;DE33200400000554433221;Versicherungsbeitrag Q3/2026;-86.90;Versicherungen;Gebucht
2026-07-11;Lidl Dienstleistung GmbH;DE89370400440532013000;Lebensmitteleinkauf;-72.33;Lebensmittel;Gebucht
2026-07-13;Bäckerei Müller;DE66700800000112233445;Frühstück und Backwaren;-7.57;Gastronomie;Gebucht
2026-07-16;dm-drogerie markt;DE44500105170987654321;Drogerie und Haushalt;-45.75;Drogerie & Haushalt;Gebucht
2026-07-18;ALDI Süd;DE89370400440532013000;Lebensmitteleinkauf;-74.05;Lebensmittel;Gebucht
2026-07-22;Trattoria Milano;DE66700800000112233445;Restaurantbesuch;-35.54;Gastronomie;Gebucht
2026-07-25;REWE Markt GmbH;DE89370400440532013000;Lebensmitteleinkauf;-59.79;Lebensmittel;Gebucht
2026-07-27;Zalando SE;DE33500700100876543210;Sommerkleidung;-91.51;Bekleidung;Gebucht
2026-08-01;Nordstern Digital GmbH;DE45100100100123456789;Gehalt 08/2026;3380.00;Gehalt;Gebucht
2026-08-02;Rheinblick Immobilien GmbH;DE12500105170648489890;Miete 08/2026;-1060.00;Wohnen;Gebucht
2026-08-03;Stadtwerke Musterstadt;DE12300200300011223344;Abschlag Strom und Gas 08/2026;-146.00;Nebenkosten;Gebucht
2026-08-04;Lidl Dienstleistung GmbH;DE89370400440532013000;Lebensmitteleinkauf;-64.52;Lebensmittel;Gebucht
2026-08-05;Vodafone GmbH;DE22300200300445566778;Mobilfunkvertrag 08/2026;-29.99;Telekommunikation;Gebucht
2026-08-06;Spotify AB;DE55500105170123411111;Premium-Abo 08/2026;-10.99;Unterhaltung;Gebucht
2026-08-07;Fitness First GmbH;DE88400500000998877665;Mitgliedsbeitrag 08/2026;-39.90;Sport & Freizeit;Gebucht
2026-08-08;Netflix International B.V.;DE55500105170123456789;Streaming-Abo 08/2026;-17.99;Unterhaltung;Gebucht
2026-08-09;Verkehrsbetriebe Musterstadt;DE11200300000123456789;ÖPNV-Monatsticket 08/2026;-58.00;Transport;Gebucht
2026-08-11;ALDI Süd;DE89370400440532013000;Lebensmitteleinkauf;-82.77;Lebensmittel;Gebucht
2026-08-13;Bäckerei Müller;DE66700800000112233445;Frühstück und Backwaren;-12.32;Gastronomie;Gebucht
2026-08-16;dm-drogerie markt;DE44500105170987654321;Drogerie und Haushalt;-35.91;Drogerie & Haushalt;Gebucht
2026-08-18;REWE Markt GmbH;DE89370400440532013000;Lebensmitteleinkauf;-57.40;Lebensmittel;Gebucht
2026-08-20;Kleinanzeigen Käufer;DE91100100100987654321;Verkauf Gebrauchtware;64.08;Gutschrift;Gebucht
2026-08-22;Burgermeister GmbH;DE66700800000112233445;Restaurantbesuch;-43.20;Gastronomie;Gebucht
2026-08-25;EDEKA Zentrale Stiftung;DE89370400440532013000;Lebensmitteleinkauf;-63.21;Lebensmittel;Gebucht
2026-08-27;Eventim Deutschland;DE33500700100876543210;Konzertticket;-108.76;Freizeit;Gebucht
2026-09-01;Nordstern Digital GmbH;DE45100100100123456789;Gehalt 09/2026;3380.00;Gehalt;Gebucht
2026-09-02;Rheinblick Immobilien GmbH;DE12500105170648489890;Miete 09/2026;-1060.00;Wohnen;Gebucht
2026-09-03;Stadtwerke Musterstadt;DE12300200300011223344;Abschlag Strom und Gas 09/2026;-146.00;Nebenkosten;Gebucht
2026-09-04;ALDI Süd;DE89370400440532013000;Lebensmitteleinkauf;-50.20;Lebensmittel;Gebucht
2026-09-05;Vodafone GmbH;DE22300200300445566778;Mobilfunkvertrag 09/2026;-29.99;Telekommunikation;Gebucht
2026-09-06;Spotify AB;DE55500105170123411111;Premium-Abo 09/2026;-10.99;Unterhaltung;Gebucht
2026-09-07;Fitness First GmbH;DE88400500000998877665;Mitgliedsbeitrag 09/2026;-39.90;Sport & Freizeit;Gebucht
2026-09-08;Netflix International B.V.;DE55500105170123456789;Streaming-Abo 09/2026;-17.99;Unterhaltung;Gebucht
2026-09-09;Verkehrsbetriebe Musterstadt;DE11200300000123456789;ÖPNV-Monatsticket 09/2026;-58.00;Transport;Gebucht
2026-09-11;REWE Markt GmbH;DE89370400440532013000;Lebensmitteleinkauf;-43.53;Lebensmittel;Gebucht
2026-09-13;Bäckerei Müller;DE66700800000112233445;Frühstück und Backwaren;-7.20;Gastronomie;Gebucht
2026-09-16;dm-drogerie markt;DE44500105170987654321;Drogerie und Haushalt;-31.42;Drogerie & Haushalt;Gebucht
2026-09-18;EDEKA Zentrale Stiftung;DE89370400440532013000;Lebensmitteleinkauf;-40.18;Lebensmittel;Gebucht
2026-09-22;Sushi House;DE66700800000112233445;Restaurantbesuch;-40.14;Gastronomie;Gebucht
2026-09-25;Lidl Dienstleistung GmbH;DE89370400440532013000;Lebensmitteleinkauf;-41.29;Lebensmittel;Gebucht
2026-09-27;Apotheke am Markt;DE66700800000112233445;Medikamente und Pflege;-53.21;Gesundheit;Gebucht
2026-10-01;Nordstern Digital GmbH;DE45100100100123456789;Gehalt 10/2026;3380.00;Gehalt;Gebucht
2026-10-02;Rheinblick Immobilien GmbH;DE12500105170648489890;Miete 10/2026;-1060.00;Wohnen;Gebucht
2026-10-03;Stadtwerke Musterstadt;DE12300200300011223344;Abschlag Strom und Gas 10/2026;-146.00;Nebenkosten;Gebucht
2026-10-04;REWE Markt GmbH;DE89370400440532013000;Lebensmitteleinkauf;-43.83;Lebensmittel;Gebucht
2026-10-05;Vodafone GmbH;DE22300200300445566778;Mobilfunkvertrag 10/2026;-29.99;Telekommunikation;Gebucht
2026-10-06;Spotify AB;DE55500105170123411111;Premium-Abo 10/2026;-10.99;Unterhaltung;Gebucht
2026-10-07;Fitness First GmbH;DE88400500000998877665;Mitgliedsbeitrag 10/2026;-39.90;Sport & Freizeit;Gebucht
2026-10-08;Netflix International B.V.;DE55500105170123456789;Streaming-Abo 10/2026;-17.99;Unterhaltung;Gebucht
2026-10-09;Verkehrsbetriebe Musterstadt;DE11200300000123456789;ÖPNV-Monatsticket 10/2026;-58.00;Transport;Gebucht
2026-10-10;Allianz Versicherungs-AG;DE33200400000554433221;Versicherungsbeitrag Q4/2026;-86.90;Versicherungen;Gebucht
2026-10-11;EDEKA Zentrale Stiftung;DE89370400440532013000;Lebensmitteleinkauf;-80.75;Lebensmittel;Gebucht
2026-10-13;Bäckerei Müller;DE66700800000112233445;Frühstück und Backwaren;-6.62;Gastronomie;Gebucht
2026-10-16;dm-drogerie markt;DE44500105170987654321;Drogerie und Haushalt;-46.26;Drogerie & Haushalt;Gebucht
2026-10-18;Lidl Dienstleistung GmbH;DE89370400440532013000;Lebensmitteleinkauf;-81.40;Lebensmittel;Gebucht
2026-10-22;Café Morgenrot;DE66700800000112233445;Restaurantbesuch;-50.88;Gastronomie;Gebucht
2026-10-25;ALDI Süd;DE89370400440532013000;Lebensmitteleinkauf;-47.62;Lebensmittel;Gebucht
2026-10-27;IKEA Deutschland;DE44500105170987654321;Haushalt und Aufbewahrung;-78.68;Wohnen;Gebucht
2026-11-01;Nordstern Digital GmbH;DE45100100100123456789;Gehalt 11/2026;3380.00;Gehalt;Gebucht
2026-11-02;Rheinblick Immobilien GmbH;DE12500105170648489890;Miete 11/2026;-1060.00;Wohnen;Gebucht
2026-11-03;Stadtwerke Musterstadt;DE12300200300011223344;Abschlag Strom und Gas 11/2026;-146.00;Nebenkosten;Gebucht
2026-11-04;EDEKA Zentrale Stiftung;DE89370400440532013000;Lebensmitteleinkauf;-68.48;Lebensmittel;Gebucht
2026-11-05;Vodafone GmbH;DE22300200300445566778;Mobilfunkvertrag 11/2026;-29.99;Telekommunikation;Gebucht
2026-11-06;Spotify AB;DE55500105170123411111;Premium-Abo 11/2026;-10.99;Unterhaltung;Gebucht
2026-11-07;Fitness First GmbH;DE88400500000998877665;Mitgliedsbeitrag 11/2026;-39.90;Sport & Freizeit;Gebucht
2026-11-08;Netflix International B.V.;DE55500105170123456789;Streaming-Abo 11/2026;-17.99;Unterhaltung;Gebucht
2026-11-09;Verkehrsbetriebe Musterstadt;DE11200300000123456789;ÖPNV-Monatsticket 11/2026;-58.00;Transport;Gebucht
2026-11-11;Lidl Dienstleistung GmbH;DE89370400440532013000;Lebensmitteleinkauf;-79.50;Lebensmittel;Gebucht
2026-11-13;Bäckerei Müller;DE66700800000112233445;Frühstück und Backwaren;-6.52;Gastronomie;Gebucht
2026-11-16;dm-drogerie markt;DE44500105170987654321;Drogerie und Haushalt;-47.76;Drogerie & Haushalt;Gebucht
2026-11-18;ALDI Süd;DE89370400440532013000;Lebensmitteleinkauf;-80.95;Lebensmittel;Gebucht
2026-11-20;Kleinanzeigen Käufer;DE91100100100987654321;Verkauf Gebrauchtware;77.69;Gutschrift;Gebucht
2026-11-22;Trattoria Milano;DE66700800000112233445;Restaurantbesuch;-42.61;Gastronomie;Gebucht
2026-11-25;REWE Markt GmbH;DE89370400440532013000;Lebensmitteleinkauf;-39.17;Lebensmittel;Gebucht
2026-11-27;Amazon Payments Europe;DE33500700100876543210;Black-Friday-Bestellung;-148.72;Online-Shopping;Gebucht
2026-11-28;Nordstern Digital GmbH;DE45100100100123456789;Jahresbonus 2026;900.00;Bonus;Gebucht
2026-12-01;Nordstern Digital GmbH;DE45100100100123456789;Gehalt 12/2026;3380.00;Gehalt;Gebucht
2026-12-02;Rheinblick Immobilien GmbH;DE12500105170648489890;Miete 12/2026;-1060.00;Wohnen;Gebucht
2026-12-03;Stadtwerke Musterstadt;DE12300200300011223344;Abschlag Strom und Gas 12/2026;-146.00;Nebenkosten;Gebucht
2026-12-04;Lidl Dienstleistung GmbH;DE89370400440532013000;Lebensmitteleinkauf;-50.02;Lebensmittel;Gebucht
2026-12-05;Vodafone GmbH;DE22300200300445566778;Mobilfunkvertrag 12/2026;-29.99;Telekommunikation;Gebucht
2026-12-06;Spotify AB;DE55500105170123411111;Premium-Abo 12/2026;-10.99;Unterhaltung;Gebucht
2026-12-07;Fitness First GmbH;DE88400500000998877665;Mitgliedsbeitrag 12/2026;-39.90;Sport & Freizeit;Gebucht
2026-12-08;Netflix International B.V.;DE55500105170123456789;Streaming-Abo 12/2026;-17.99;Unterhaltung;Gebucht
2026-12-09;Verkehrsbetriebe Musterstadt;DE11200300000123456789;ÖPNV-Monatsticket 12/2026;-58.00;Transport;Gebucht
2026-12-11;ALDI Süd;DE89370400440532013000;Lebensmitteleinkauf;-82.61;Lebensmittel;Gebucht
2026-12-13;Bäckerei Müller;DE66700800000112233445;Frühstück und Backwaren;-9.34;Gastronomie;Gebucht
2026-12-16;dm-drogerie markt;DE44500105170987654321;Drogerie und Haushalt;-36.52;Drogerie & Haushalt;Gebucht
2026-12-18;REWE Markt GmbH;DE89370400440532013000;Lebensmitteleinkauf;-87.81;Lebensmittel;Gebucht
2026-12-22;Burgermeister GmbH;DE66700800000112233445;Restaurantbesuch;-51.61;Gastronomie;Gebucht
2026-12-25;EDEKA Zentrale Stiftung;DE89370400440532013000;Lebensmitteleinkauf;-91.90;Lebensmittel;Gebucht
2026-12-27;Galeria;DE33500700100876543210;Weihnachtsgeschenke;-218.72;Geschenke;Gebucht
